sim_ind	normalized_rf	kf_distance	MAE	median_clade_support
1	0.92	1.680331259952076	0.6620763500822024	0.1
2	0.88	1.4992338821393625	0.8283006427669672	0.1
3	0.8	1.3540193145971127	0.5840129298521869	0.1
4	0.8	1.4909014055942744	0.581069890961538	0.1
5	0.9	1.564533130116157	0.6649295889019609	0.1
6	0.78	1.375727165827473	0.6269610028069373	0.1
7	0.76	1.3870598510253882	0.6667828906960781	0.1
8	0.86	1.5597830828988475	0.6547581913469076	0.1
9	0.82	1.499871342852047	0.7062064514057312	0.1
10	0.86	1.5432303898601507	0.7323311674027155	0.1
