sim_ind	normalized_rf	kf_distance	MAE
1	0.5540540540540541	1.87687502159716	0.7956369637701747
2	0.6486486486486487	2.0276771843027737	0.7678108129849127
3	0.5675675675675675	1.9019332078990034	0.7776571485126326
4	0.5945945945945946	1.9957687069510546	0.8031490300178955
5	0.5945945945945946	2.0923699168989707	0.8077855589789472
6	0.5675675675675675	1.8538922201589796	0.8551105571915778
7	0.5135135135135135	2.0713537486341083	0.6817254590954392
8	0.5945945945945946	1.963593800253484	0.8415233034059644
9	0.5945945945945946	1.97571944488548	0.7037167949666652
10	0.581081081081081	2.0044115704990473	0.7519374866989456
